Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Calendar,2013,718,102238.05,0,0,102238.05,20097.44,12918.24,8418.39,41434.07,143672.12
Fiscal,2013,8949,85419.05,13162.2,3684.38,102265.63,15230.97,9108.96,1736.28,26076.21,128341.84
Calendar,2013,38128,83737.75,0,17639.34,101377.09,0,7296.42,7848.61,15145.03,116522.12
Fiscal,2013,21918,10575.1,0,0,10575.1,0,5011.47,818.73,5830.2,16405.3
Calendar,2013,19326,24822,1706.51,0,26528.51,5292.09,4306.08,2103.47,11701.64,38230.15
Fiscal,2015,22627,100035,0,0,100035,22437.82,12500.56,7929.06,42867.44,142902.44
Calendar,2013,37362,11252.03,302.71,86.37,11641.11,3097.66,3476.43,899.79,7473.88,19114.99
Fiscal,2015,41071,5268.3,0,0,5268.3,1155.86,814.21,406.45,2376.52,7644.82
Calendar,2015,20739,3557.4,0,605.97,4163.37,797.92,525.65,359.14,1682.71,5846.08
Calendar,2015,6628,112678.83,0,0,112678.83,22961.27,12424.5,9182.86,44568.63,157247.46
Calendar,2015,1517,64209.7,5027.93,684.76,69922.39,15836.47,12984.02,5337.05,34157.54,104079.93
Fiscal,2013,10642,46066.5,902.37,2382.75,49351.62,9540.33,12851.02,4117.24,26508.59,75860.21
Calendar,2015,46044,88565,0,0,88565,18189.67,11946.64,6979.71,37116.02,125681.02
Fiscal,2013,11906,95522.11,0,0,95522.11,17394.59,12801.79,7860.78,38057.16,133579.27
Fiscal,2016,22141,48862.16,2570.46,1742.46,53175.08,11938.97,14059.63,4083.47,30082.07,83257.15
Fiscal,2013,12644,139495.07,302.67,8294.73,148092.47,24850.37,12863.33,2498.09,40211.79,188304.26
Calendar,2014,35373,22074.37,0,0,22074.37,0,5382.34,1709,7091.34,29165.71
Calendar,2014,35994,31918.4,0,0,31918.4,7159.3,4920.71,2401.67,14481.68,46400.08
Fiscal,2015,24796,233222.62,0,0,233222.62,51168.98,12500.56,20226.52,83896.06,317118.68
Fiscal,2014,5455,103863.3,151.35,0,104014.65,21624.34,12368.26,8469.17,42461.77,146476.42
Fiscal,2016,13069,11305.11,0,127.57,11432.68,0,3812.77,887.36,4700.13,16132.81
Fiscal,2015,36742,105484.32,0,0,105484.32,23660.12,12500.56,8616.42,44777.1,150261.42
Fiscal,2013,31343,118711.58,1084.31,9366.7,129162.59,19988.66,11774.93,7839.27,39602.86,168765.45
Calendar,2015,5865,86220.04,202.08,6028.93,92451.05,17881.86,9557.31,7213.77,34652.94,127103.99
Calendar,2015,35260,148541.6,0,0,148541.6,29866.2,12424.5,25285.81,67576.51,216118.11
Fiscal,2015,47994,74412.05,0,3095,77507.05,17063.8,12452.66,6448.5,35964.96,113472.01
Calendar,2014,51411,46140.68,0,1140,47280.68,10235.22,9540.15,3651.93,23427.3,70707.98
Calendar,2014,38742,33646.28,1029.44,1007.39,35683.11,0,6059.89,2762.59,8822.48,44505.59
Calendar,2014,49830,39587.62,0,580,40167.62,8672.02,8328.8,3094.39,20095.21,60262.83
Calendar,2013,18121,8075.71,0,60,8135.71,0,1937.74,629.87,2567.61,10703.32
Calendar,2013,15176,8733.33,0,12.19,8745.52,0,3086.02,677.08,3763.1,12508.62
Fiscal,2015,1811,99359.88,11438.8,3273.77,114072.45,22286.43,15207.23,1847.08,39340.74,153413.19
Fiscal,2014,23983,65562.13,7490.55,751.81,73804.49,19028.57,13309.2,5534.24,37872.01,111676.5
Fiscal,2015,38561,409.28,0,13.64,422.92,0,183.19,32.75,215.94,638.86
Calendar,2015,30112,60105,0,6243.15,66348.15,13472.31,12089.99,5679.13,31241.43,97589.58
Fiscal,2015,49501,117754.88,85943.87,7107.19,210805.94,25444.46,12332.92,3530.35,41307.73,252113.67
Fiscal,2014,45670,133443.65,0,0,133443.65,27782.93,12512.53,9552.16,49847.62,183291.27
Fiscal,2014,24092,84192.16,0,0,84192.16,17949.79,12488.59,6770.64,37209.02,121401.18
Calendar,2014,19068,19807,287.63,0,20094.63,4916.13,6527.48,1645.08,13088.69,33183.32
Calendar,2015,19582,111040.47,10085.04,8979.71,130105.22,23799.24,12326.48,9958.26,46083.98,176189.2
Fiscal,2016,23671,61517.84,0,100,61617.84,11467.12,13068.81,4957.15,29493.08,91110.92
Fiscal,2014,25642,3304.19,0,0,3304.19,0,1866.7,255.82,2122.52,5426.71
Calendar,2015,23976,65174.56,8496.82,7067.92,80739.3,19823.04,12844.25,6263.09,38930.38,119669.68
Calendar,2014,33688,65055,8385.09,510.65,73950.74,14214.7,13054.94,6067.74,33337.38,107288.12
Calendar,2014,13268,150026.17,0,250,150276.17,27523.95,10373.02,2085.38,39982.35,190258.52
Calendar,2014,40440,36834,4657.74,580,42071.74,8484.98,9038.03,3373.07,20896.08,62967.82
Fiscal,2016,8132,78420.49,0,0,78420.49,9767.53,10359.65,6171.47,26298.65,104719.14
Calendar,2015,18951,73499.91,42351.95,7001.17,122853.03,15819.08,12226.43,9736.96,37782.47,160635.5
Fiscal,2013,15649,62874.53,2284.29,649,65807.82,11571.49,10771.73,5201.71,27544.93,93352.75
Fiscal,2013,4765,120041.5,2815.25,13353.57,136210.32,21405.86,12924.88,2314.55,36645.29,172855.61
Fiscal,2014,47660,20125.5,0,0,20125.5,4290.74,4314.67,1632.4,10237.81,30363.31
Calendar,2014,8056,50080.73,4548.6,831.04,55460.37,14071.05,13359.78,4259.52,31690.35,87150.72
Calendar,2013,22896,3519.6,0,35.91,3555.51,643.19,1.9,280.88,925.97,4481.48
Fiscal,2014,21761,82528.02,0,1340,83868.02,17819.2,12156.34,6368.52,36344.06,120212.08
Calendar,2013,50121,106334.3,0,9318.97,115653.27,24074.99,11607.28,9363.07,45045.34,160698.61
Fiscal,2015,23650,118833.53,0,10262.75,129096.28,26072.19,12500.56,9985.84,48558.59,177654.87
Fiscal,2015,20686,9219.1,0,949.03,10168.13,0,814.21,787.22,1601.43,11769.56
Calendar,2013,4417,83672.3,0,0,83672.3,16474,12918.24,6671.82,36064.06,119736.36
Fiscal,2015,26480,91959.46,2025.86,2240.26,96225.58,21129.01,12500.56,7710.57,41340.14,137565.72
Fiscal,2015,35749,78882.92,4681.52,796,84360.44,17871.99,12500.62,6444.83,36817.44,121177.88
Fiscal,2014,37645,4828.49,0,20180,25008.49,654.74,0,1925.21,2579.95,27588.44
Fiscal,2015,44657,15938.43,0,66.92,16005.35,0,5386.97,1239.14,6626.11,22631.46
Calendar,2015,25121,57206.73,17595.95,937.59,75740.27,15948.81,11293.99,5794.95,33037.75,108778.02
Calendar,2014,11263,46405.02,0,17600.29,64005.31,9962.64,6778.53,5182.18,21923.35,85928.66
Fiscal,2016,39784,147646.18,4067.24,21093.28,172806.7,26725.5,12969.04,2906.59,42601.13,215407.83
Fiscal,2014,28460,78380.12,3867.39,2103.77,84351.28,17056.5,12512.53,6856.58,36425.61,120776.89
Calendar,2013,40971,103575,621.45,9078.76,113275.21,23227.42,11961.34,8365.85,43554.61,156829.82
Calendar,2015,29396,82188.11,0,0,82188.11,16944.84,12200.39,6406.55,35551.78,117739.89
Fiscal,2014,3387,46052.64,0,0,46052.64,11430.29,11967.22,3646.92,27044.43,73097.07
Calendar,2014,47571,86280,3059.4,17190.08,106529.48,17969.83,10042.26,1757.34,29769.43,136298.91
Calendar,2013,49105,48785.32,0,0,48785.32,0,0,3854.04,3854.04,52639.36
Fiscal,2015,52910,40865.84,21125,5002.02,66992.86,13598.16,8174.99,4992.36,26765.51,93758.37
Fiscal,2016,211,0,0,0,0,0,316.13,375.78,691.91,691.91
Fiscal,2013,3698,5582.84,620.65,161.1,6364.59,1467.87,1163.98,480.35,3112.2,9476.79
Calendar,2013,35334,64833.5,0,0,64833.5,12750.61,12918.24,4755.27,30424.12,95257.62
Fiscal,2016,50248,108343.24,0,0,108343.24,20162.72,13018.93,8335.45,41517.1,149860.34
Calendar,2013,14423,80021.38,27131.98,6229.02,113382.38,16489.29,13187.38,8759.88,38436.55,151818.93
Calendar,2013,29845,28787.69,8575.88,280.15,37643.72,6560.12,11267.64,3093.33,20921.09,58564.81
Calendar,2015,39756,72337.73,0,796.87,73134.6,14986.94,11884.28,6015.17,32886.39,106020.99
Fiscal,2016,32848,40503.9,0,0,40503.9,7537.77,4439.41,7909.02,19886.2,60390.1
Fiscal,2016,14651,104303.73,0,40,104343.73,19418.36,13068.8,8646.01,41133.17,145476.9
Calendar,2015,21417,92001.3,62451.27,6211.59,160664.16,19684.18,12424.5,10398.47,42507.15,203171.31
Calendar,2013,29037,77274.08,0,1500,78774.08,15483.61,12918.24,6423.59,34825.44,113599.52
Fiscal,2014,42208,39384.61,848.1,179.08,40411.79,5132.68,12315.27,3209.49,20657.44,61069.23
Calendar,2015,45662,6302.29,0,54.48,6356.77,417.02,0,2743.57,3160.59,9517.36
Calendar,2014,47574,86268.49,0,0,86268.49,18853.82,13039.24,7082.01,38975.07,125243.56
Calendar,2015,31478,43960.34,537.61,0,44497.95,10474.39,11420.99,3470.26,25365.64,69863.59
Fiscal,2015,21427,134005.81,0,575.2,134581.01,29526.98,12500.56,10109.1,52136.64,186717.65
Calendar,2015,2099,46886,11496.74,413.7,58796.44,10168.85,8123.71,4480.45,22773.01,81569.45
Fiscal,2014,27621,971.76,85.74,6.7,1064.2,198.82,101.87,17.42,318.11,1382.31
Fiscal,2016,12080,140968,23014.53,14490.89,178473.42,25027.34,13118.69,2633.25,40779.28,219252.7
Fiscal,2013,28554,13718.39,0,0,13718.39,2429.53,1206.32,1062.08,4697.93,18416.32
Fiscal,2016,38618,5002.89,0,18.27,5021.16,0,1293.8,381.59,1675.39,6696.55
Fiscal,2016,47642,11502.6,0,0,11502.6,2140.62,1895.47,949.7,4985.79,16488.39
Calendar,2014,9288,0,0,-618.13,-618.13,0,0,-8.96,-8.96,-627.09
Fiscal,2015,25037,88635.6,0,626.4,89262,20021.56,12500.56,7275.02,39797.14,129059.14
Fiscal,2013,24456,47988.38,3034.57,1328.94,52351.89,7800.76,9063.42,4330.77,21194.95,73546.84
Calendar,2015,41271,9983.2,0,910.83,10894.03,1807.59,4288.85,886.21,6982.65,17876.68
Fiscal,2013,17824,5301.93,0,11659.14,16961.07,959.12,0,1310.78,2269.9,19230.97
Calendar,2015,27784,90341.2,0,0,90341.2,18579.54,12424.5,7241.32,38245.36,128586.56
Fiscal,2016,51548,28816.66,854.91,5476.42,35147.99,6143.32,5800.65,2857.19,14801.16,49949.15
Calendar,2014,15751,60771,1121.58,7162.96,69055.54,14428.88,13054.94,5590.9,33074.72,102130.26
Fiscal,2015,7136,77864.55,0,0,77864.55,17465.04,11225.36,6287.8,34978.2,112842.75
Calendar,2014,52830,3012.57,0,0.86,3013.43,0,1760.53,233.3,1993.83,5007.26
Fiscal,2016,3151,253010.25,9215.62,28649.16,290875.03,51019.54,13093.75,12698.26,76811.55,367686.58
Fiscal,2016,28372,69584.97,17160.66,5353.03,92098.66,18066.39,13965.6,6838.69,38870.68,130969.34
Fiscal,2013,20091,94276.13,0,480,94756.13,17255.1,12801.79,7802.09,37858.98,132615.11
Fiscal,2013,44,3363.74,0,46.43,3410.17,0,1107.84,264.01,1371.85,4782.02
Fiscal,2013,840,70581.7,0,2875.5,73457.2,14795.18,7262.56,6086.62,28144.36,101601.56
Calendar,2013,49042,84491,0,0,84491,16793.64,8612.17,6013.99,31419.8,115910.8
Fiscal,2016,39363,12920.7,0,0,12920.7,2404.54,1945.36,996.8,5346.7,18267.4
Calendar,2014,32229,9346.5,0,0,9346.5,2411.41,3012.68,934.3,6358.39,15704.89
Fiscal,2013,50639,69771.01,0,0,69771.01,12705.29,12801.79,5839.92,31347,101118.01
Fiscal,2016,13088,51190.48,4173.8,3899.1,59263.38,9640.76,11687.42,4752.72,26080.9,85344.28
Fiscal,2015,36349,65176.57,400,817.45,66394.02,14737.72,11799.02,5418.58,31955.32,98349.34
Fiscal,2016,11383,14345.1,0,0,14345.1,3154.47,3441.79,1141.43,7737.69,22082.79
Fiscal,2016,14417,3556.25,0,0,3556.25,0,1558.78,291.14,1849.92,5406.17
Fiscal,2014,2101,6172.03,0,344.74,6516.77,2183.03,0,-0.02,2183.01,8699.78
Fiscal,2016,49620,54977.15,0,5013.22,59990.37,10799.47,9515.97,4610.73,24926.17,84916.54
Fiscal,2016,5823,200401.23,0,0,200401.23,36332.81,13068.8,20128.14,69529.75,269930.98
Fiscal,2016,34642,137130,51186.72,8227.8,196544.52,25758.32,13093.75,522.38,39374.45,235918.97
Calendar,2014,4440,60605.5,46.91,623.13,61275.54,13360.24,11799.66,4539.4,29699.3,90974.84
Calendar,2014,47388,29207.08,0,358.91,29565.99,23531.82,2662.2,-0.04,26193.98,55759.97
Fiscal,2014,30146,126016.35,0,0,126016.35,26236.6,12512.55,14347.89,53097.04,179113.39
Calendar,2013,4224,34814.5,0,0,34814.5,7381.15,6219.89,2821.89,16422.93,51237.43
Fiscal,2016,41439,132776.58,99249.86,16748.83,248775.27,26391.23,16011.78,4221.76,46624.77,295400.04
Fiscal,2014,19661,118898.1,45187.05,8510.94,172596.09,24326.72,12464.61,2823.75,39615.08,212211.17
Calendar,2013,29730,64965.87,26448.11,1615.84,93029.82,18003.66,13161.91,7322.55,38488.12,131517.94
Calendar,2015,44123,28675.7,186.71,6600.72,35463.13,7579.13,6642.33,2907.62,17129.08,52592.21
Calendar,2014,1544,106759.04,0,0,106759.04,22802.74,13054.94,8725.48,44583.16,151342.2
Fiscal,2016,52985,58367.43,56.41,486.05,58909.89,10862.16,12299.77,4527.48,27689.41,86599.3
Fiscal,2016,11802,136514.88,0,0,136514.88,24750.18,13068.8,19035.36,56854.34,193369.22
Calendar,2015,34578,37414.32,0,542.11,37956.43,7617.32,6027.02,3092.3,16736.64,54693.07
Calendar,2015,26885,65690.43,0,13403.03,79093.46,552.15,0,7717.35,8269.5,87362.96
Calendar,2014,28885,44843,0,0,44843,9336.3,4519,3534.47,17389.77,62232.77
Calendar,2014,51586,59728.01,0,1262.34,60990.35,13328.83,13054.94,5040.45,31424.22,92414.57
Calendar,2013,654,9184.7,977.21,37.5,10199.41,2474.65,1958.73,784.54,5217.92,15417.33
Calendar,2015,31617,116413.66,0,868.11,117281.77,23592.28,12307.12,9591.82,45491.22,162772.99
Calendar,2015,46325,27142.13,3267.98,1331.57,31741.68,7137.37,8448.1,2390.78,17976.25,49717.93
Fiscal,2015,37667,179777.49,0,0,179777.49,39443.24,12482.53,10793.18,62718.95,242496.44
Fiscal,2013,5176,72115.15,0,2082.8,74197.95,13511.44,12777.17,6208.39,32497,106694.95
Fiscal,2013,3844,2640,442.5,0,3082.5,0,1083.23,238.66,1321.89,4404.39
Calendar,2013,19833,55825.7,6249.71,10183.05,72258.46,12584.61,9078.65,5744.03,27407.29,99665.75
Calendar,2014,36764,53108.1,203.63,325.8,53637.53,13435.63,13054.94,4291.76,30782.33,84419.86
Calendar,2013,36703,76869.02,0,648,77517.02,15231.99,12918.24,6408.54,34558.77,112075.79
Fiscal,2016,3358,151020.45,62905.59,21175.97,235102.01,28270.67,15862.14,3938.91,48071.72,283173.73
Calendar,2013,14504,94683.3,0,0,94683.3,18605.71,12916.99,7796.03,39318.73,134002.03
Fiscal,2013,35921,6593.35,0,21.56,6614.91,0,2406.51,512.11,2918.62,9533.53
Calendar,2014,18668,15274.17,0,40,15314.17,0,5338.09,1185.62,6523.71,21837.88
Fiscal,2014,28645,142242.43,1554.8,13292.63,157089.86,29068.56,12344.75,2610.81,44024.12,201113.98
Fiscal,2015,26379,60787,88.05,1170,62045.05,13840.91,12500.56,4781.95,31123.42,93168.47
Calendar,2015,41395,4020.3,0,103.19,4123.49,0,1336.53,319.7,1656.23,5779.72
Calendar,2013,18722,21147,0,1571.33,22718.33,4759.72,5023.76,1629.3,11412.78,34131.11
Fiscal,2014,26147,13584.83,0,0,13584.83,2896.28,3110.16,1127.24,7133.68,20718.51
Calendar,2013,6813,81486.06,0,0,81486.06,16011.91,12918.24,6739.5,35669.65,117155.71
Calendar,2014,8407,5461.79,77.36,0,5539.15,1164.45,1329.35,428.84,2922.64,8461.79
Calendar,2014,1943,37333.28,905.44,5420.58,43659.3,10349.11,0,3516.89,13866,57525.3
Calendar,2014,46533,43355.01,1963.41,0,45318.42,9617.29,8033.81,3688.12,21339.22,66657.64
Calendar,2014,10052,61818.01,5752.83,1301.53,68872.37,13795.19,13054.94,5659.91,32510.04,101382.41
Fiscal,2013,11279,50878.09,0,417.6,51295.69,9340.96,8567.35,4327.93,22236.24,73531.93
Calendar,2015,23634,34064.99,0,0,34064.99,4666.87,7167.99,2755.82,14590.68,48655.67
Fiscal,2016,18996,45022.05,89.58,4164.37,49276,8839.2,8575.53,3976.3,21391.03,70667.03
Fiscal,2015,47789,91036.47,0,2376.68,93413.15,20419.45,12485.58,7950.83,40855.86,134269.01
Fiscal,2016,7677,22346.1,0,0,22346.1,4158.63,3142.5,3632.98,10934.11,33280.21
Fiscal,2015,15788,4004,0,0,4004,0,1053.68,309.63,1363.31,5367.31
Fiscal,2014,37574,15556.57,0,350.34,15906.91,407.7,7035.31,1231.51,8674.52,24581.43
Fiscal,2016,18190,24263.11,0,6141.59,30404.7,4564.95,5536.79,2464.06,12565.8,42970.5
Calendar,2013,39914,4484,0,63.04,4547.04,799.7,478.45,73.1,1351.25,5898.29
Fiscal,2016,49148,103018.6,0,0,103018.6,19171.73,13068.8,8274.51,40515.04,143533.64
Fiscal,2014,219,73735.84,0,1576.95,75312.79,15720.57,10043.59,6169.53,31933.69,107246.48
Fiscal,2013,21529,5522.18,0,0,5522.18,1143.64,0,436.26,1579.9,7102.08
Calendar,2013,37654,9004.02,0,0,9004.02,0,2276.96,697.09,2974.05,11978.07
Calendar,2014,48030,3319.78,0,0,3319.78,856.5,1512.68,257.01,2626.19,5945.97
Calendar,2015,49180,73048.16,8935.63,5371.74,87355.53,16012.74,14861.62,1378.92,32253.28,119608.81
Calendar,2013,25913,67258.38,18800.69,2257.82,88316.89,18780.84,13626.36,6690.23,39097.43,127414.32
Calendar,2013,43044,5782,0,7074.47,12856.47,1050.19,478.45,1027.42,2556.06,15412.53
Fiscal,2014,14400,40512,0,1071.24,41583.24,8859.3,9598.82,3376.39,21834.51,63417.75
Calendar,2014,6133,53374.22,24.24,687.9,54086.36,11809.26,11674.31,4409.06,27892.63,81978.99
Fiscal,2016,23302,27517.2,0,85.74,27602.94,0,6883.57,2258.82,9142.39,36745.33
Calendar,2015,22155,74018.16,0,1780.08,75798.24,15143.09,5111.49,6089.84,26344.42,102142.66
Fiscal,2014,49071,68091.71,26960.54,3962.74,99014.99,20679.58,13822.7,7290.55,41792.83,140807.82
Calendar,2014,31211,90767.21,11424.14,8669.3,110860.65,19598.03,13054.94,1824.46,34477.43,145338.08
Fiscal,2016,49808,17127.4,0,0,17127.4,3187.4,2893.09,1339.49,7419.98,24547.38
Calendar,2014,26570,141482,0,0,141482,33050.79,13054.94,9991.4,56097.13,197579.13
Calendar,2014,33597,78522.05,0,1747.29,80269.34,17448.87,13054.94,7196.93,37700.74,117970.08
Fiscal,2014,18034,75335.14,0,2024.3,77359.44,16493.08,12470.59,6153.2,35116.87,112476.31
Fiscal,2013,26570,135040,0,0,135040,27291.65,12604.84,9654.55,49551.04,184591.04
Fiscal,2013,42349,997,0,0,997,206.48,246.19,77.01,529.68,1526.68
Fiscal,2014,16101,63158.91,43874.3,7015.89,114049.1,20147.87,12821.35,8043.67,41012.89,155061.99
Fiscal,2015,49278,67258.06,14862.53,6975.82,89096.41,15644.31,12512.53,7052.66,35209.5,124305.91
Fiscal,2015,6428,9575.03,0,0,9575.03,0,849.72,741.29,1591.01,11166.04
Calendar,2015,16568,20499,1668.36,1347.9,23515.26,4846.03,6212.25,1891.98,12950.26,36465.52
Fiscal,2016,15271,60236.4,65.72,10,60312.12,11211.92,12969.04,4866.35,29047.31,89359.43
Fiscal,2014,53537,67339.44,0,775,68114.44,15884.33,7697.49,5420.35,29002.17,97116.61
Calendar,2013,20916,81294,0,0,81294,15980.38,12918.24,6527.7,35426.32,116720.32
Fiscal,2014,18711,130265.76,100421.65,16303.89,246991.3,29718.08,15197.22,4053.8,48969.1,295960.4
Calendar,2013,12071,93727.52,0,0,93727.52,18388.01,12918.24,7651.43,38957.68,132685.2
Calendar,2015,27504,50751.74,442.1,2041.67,53235.51,10668.3,8551.76,4450.24,23670.3,76905.81
Calendar,2014,18482,27583.75,2376.52,1032.7,30992.97,4407.79,8071.47,2450.64,14929.9,45922.87
Fiscal,2014,2940,159.44,0,11454.8,11614.24,28.84,0,888.89,917.73,12531.97
Fiscal,2013,44318,52988,11784.23,624,65396.23,9762.75,12801.79,5189.12,27753.66,93149.89
Fiscal,2016,41332,8715.6,0,0,8715.6,0,2593.81,676.53,3270.34,11985.94
Fiscal,2016,18535,0,0,20332.72,20332.72,0,0,1555.44,1555.44,21888.16
Fiscal,2015,32491,71522.93,18283.56,4102.1,93908.59,16295.88,12187.63,7677.87,36161.38,130069.97
Fiscal,2013,32166,24751.49,0,373.69,25125.18,5203.43,7918.03,2048.3,15169.76,40294.94
Calendar,2014,27336,67948,2667.32,3450.18,74065.5,14986,13054.94,5831.11,33872.05,107937.55
Fiscal,2015,50376,92961.62,12004.66,6763.37,111729.65,21035.21,12452.65,1749.22,35237.08,146966.73
Calendar,2015,8095,85643.36,0,240,85883.36,17656.57,12300.07,6971.7,36928.34,122811.7
Calendar,2014,26310,77903.81,0,12547.53,90451.34,21058.2,7884.12,7434.59,36376.91,126828.25
Fiscal,2014,49760,93249.36,3247.1,6647.04,103143.5,21297.95,12512.55,8082.32,41892.82,145036.32
Calendar,2014,18181,11041,173.34,0,11214.34,2848.57,3012.68,916.16,6777.41,17991.75
Fiscal,2013,49562,3508.6,0,1955.06,5463.66,676.52,0,427.45,1103.97,6567.63
Calendar,2013,5500,50813.82,0,974.16,51787.98,10281.27,9697.66,4242.31,24221.24,76009.22
Fiscal,2013,8701,81084.86,5091.57,16331.32,102507.75,17320.98,12321.72,8020.23,37662.93,140170.68
Calendar,2013,2712,18291.18,1908.94,185.69,20385.81,4729.65,3705.74,1597.87,10033.26,30419.07
Calendar,2013,139,68391,71.69,4721.5,73184.19,13558.06,12918.24,5770.96,32247.26,105431.45
Fiscal,2013,18826,191661.52,0,0,191661.52,33943.19,12752.56,10208.79,56904.54,248566.06
Fiscal,2016,23274,93514.3,0,0,93514.3,17403.03,13068.81,7566.32,38038.16,131552.46
Fiscal,2016,27621,121017.84,3942.4,4763.34,129723.58,21505.48,13068.8,2161.02,36735.3,166458.88
Calendar,2013,9548,186236.41,2318.09,13547.61,202102.11,37778.35,15788.97,3405.93,56973.25,259075.36
Fiscal,2016,40694,69741.12,0,628.8,70369.92,13095.78,13068.8,5788.98,31953.56,102323.48
Fiscal,2013,27733,97395.69,40437.81,16939.59,154773.09,19448.51,13530.88,2620.12,35599.51,190372.6
Calendar,2013,31294,66744.01,457.64,6900.35,74102,19625.66,12918.25,5856.97,38400.88,112502.88
Fiscal,2015,50094,80277.54,0,0,80277.54,18006.19,12500.56,6599,37105.75,117383.29
Fiscal,2014,43510,10608.37,668.01,291.74,11568.12,2974.77,3307.54,893.27,7175.58,18743.7
Calendar,2015,4411,57252.92,0,3095.35,60348.27,11690.69,10118.8,4310.97,26120.46,86468.73
Fiscal,2014,29965,68377.83,0,0,68377.83,14578.22,11793.44,5100.62,31472.28,99850.11
Calendar,2015,10713,56531.01,40.82,2593.65,59165.48,11796.81,12424.5,4896.34,29117.65,88283.13
Calendar,2013,49970,78591.02,2035.52,2287.81,82914.35,15383.49,11004.42,4495.6,30883.51,113797.86
Calendar,2013,25800,80344.47,119.64,3650.17,84114.28,15316.72,9074.94,7015.45,31407.11,115521.39
Fiscal,2016,28230,42936.91,0,0,42936.91,9441.76,9926.28,3480.44,22848.48,65785.39
Calendar,2014,37279,111471.28,52345.89,23336.8,187153.97,27080.3,15716.13,3105.59,45902.02,233055.99
Fiscal,2013,11880,16389.42,0,0,16389.42,2902.57,1230.94,1275.5,5409.01,21798.43
Calendar,2014,29924,84548.82,0,0,84548.82,18480.2,13054.94,6741.36,38276.5,122825.32
Fiscal,2015,25843,84515.43,0,0,84515.43,18956.81,12506.54,7001.46,38464.81,122980.24
Fiscal,2015,29720,20984.4,2296.15,3823,27103.55,5412.8,3208.95,2107.72,10729.47,37833.02
Fiscal,2015,28243,115795.48,0,0,115795.48,25405.54,12506.54,9385.4,47297.48,163092.96
Calendar,2014,24669,137840.12,463.17,26410.16,164713.45,33041.93,12723.55,390.82,46156.3,210869.75
Calendar,2014,51299,86652.01,0,297.94,86949.95,19007.03,13054.94,6950.98,39012.95,125962.9
Fiscal,2014,16368,6444.8,0,0,6444.8,0,1534.11,498.96,2033.07,8477.87
Calendar,2014,51229,276.4,0,11.06,287.46,0,50.21,22.25,72.46,359.92
Fiscal,2013,15100,113304.66,0,3837.45,117142.11,23590.05,12666.39,9515.75,45772.19,162914.3
Fiscal,2014,37668,45906.5,4740.56,2505.09,53152.15,11465.2,11841.38,4129.39,27435.97,80588.12
Fiscal,2014,2793,479.5,0,0,479.5,0,205.24,37.13,242.37,721.87
Calendar,2014,43917,27197,0,2976.86,30173.86,3886.72,1727.58,9401.67,15015.97,45189.83
